Location,Replicate,Plot,Lentil,Wheat
Clavet_2024,2,5352,L085,W044
Clavet_2024,1,3240,L086,W053
Clavet_2024,1,3275,L086,W058
Clavet_2024,1,3392,L086,W055
Clavet_2024,1,3396,L086,W052
Clavet_2024,1,3703,L086,W060
Clavet_2024,1,3815,L086,W051
Clavet_2024,1,3861,L086,W054
Clavet_2024,1,4038,L086,W057
Clavet_2024,1,4104,L086,W056
Clavet_2024,1,4257,L086,W059
Clavet_2024,2,4310,L086,W052
Clavet_2024,2,4536,L086,W054
Clavet_2024,2,4617,L086,W059
Clavet_2024,2,4641,L086,W056
Clavet_2024,2,4710,L086,W058
Clavet_2024,2,4861,L086,W051
Clavet_2024,2,4866,L086,W053
Clavet_2024,2,5099,L086,W060
Clavet_2024,2,5231,L086,W057
Clavet_2024,2,5325,L086,W055
Clavet_2024,1,3309,L087,W066
Clavet_2024,1,3539,L087,W068
Clavet_2024,1,3543,L087,W061
Clavet_2024,1,3686,L087,W069
Clavet_2024,1,3725,L087,W063
Clavet_2024,1,3764,L087,W065
Clavet_2024,1,3766,L087,W064
Clavet_2024,1,3853,L087,W070
Clavet_2024,1,4057,L087,W067
Clavet_2024,1,4198,L087,W062
Clavet_2024,2,4353,L087,W065
Clavet_2024,2,4437,L087,W070
Clavet_2024,2,4578,L087,W067
Clavet_2024,2,4643,L087,W063
Clavet_2024,2,4667,L087,W064
Clavet_2024,2,4762,L087,W061
Clavet_2024,2,4832,L087,W069
Clavet_2024,2,4891,L087,W066
Clavet_2024,2,5045,L087,W068
Clavet_2024,2,5072,L087,W062
Clavet_2024,1,3484,L088,W075
Clavet_2024,1,3499,L088,W073
Clavet_2024,1,3505,L088,W076
Clavet_2024,1,3585,L088,W071
Clavet_2024,1,3690,L088,W072
Clavet_2024,1,3866,L088,W077
Clavet_2024,1,4060,L088,W079
Clavet_2024,1,4179,L088,W078
Clavet_2024,1,4183,L088,W080
Clavet_2024,1,4233,L088,W074
Clavet_2024,2,4329,L088,W075
Clavet_2024,2,4362,L088,W078
Clavet_2024,2,4373,L088,W071
Clavet_2024,2,4856,L088,W072
Clavet_2024,2,5034,L088,W077
Clavet_2024,2,5144,L088,W079
Clavet_2024,2,5218,L088,W074
Clavet_2024,2,5225,L088,W080
Clavet_2024,2,5251,L088,W073
Clavet_2024,2,5351,L088,W076
Clavet_2024,1,3218,L089,W088
Clavet_2024,1,3229,L089,W090
Clavet_2024,1,3406,L089,W087
Clavet_2024,1,3428,L089,W086
Clavet_2024,1,3662,L089,W089
Clavet_2024,1,3720,L089,W082
Clavet_2024,1,3889,L089,W084
Clavet_2024,1,3943,L089,W085
Clavet_2024,1,4045,L089,W081
Clavet_2024,1,4203,L089,W083
Clavet_2024,2,4636,L089,W086
Clavet_2024,2,4644,L089,W090
Clavet_2024,2,4812,L089,W085
Clavet_2024,2,4917,L089,W084
Clavet_2024,2,4949,L089,W082
Clavet_2024,2,4986,L089,W087
Clavet_2024,2,5031,L089,W083
Clavet_2024,2,5167,L089,W089
Clavet_2024,2,5323,L089,W088
Clavet_2024,2,5357,L089,W081
Clavet_2024,1,3244,L090,W096
Clavet_2024,1,3264,L090,W100
Clavet_2024,1,3319,L090,W093
Clavet_2024,1,3445,L090,W092
Clavet_2024,1,3796,L090,W097
Clavet_2024,1,3830,L090,W099
Clavet_2024,1,3837,L090,W091
Clavet_2024,1,3995,L090,W095
Clavet_2024,1,4037,L090,W098
Clavet_2024,1,4136,L090,W094
Clavet_2024,2,4407,L090,W094
Clavet_2024,2,4503,L090,W095
Clavet_2024,2,4520,L090,W096
Clavet_2024,2,4632,L090,W097
Clavet_2024,2,4676,L090,W092
Clavet_2024,2,4883,L090,W093
Clavet_2024,2,4887,L090,W091
Clavet_2024,2,4966,L090,W100
Clavet_2024,2,5065,L090,W098
Clavet_2024,2,5228,L090,W099
Clavet_2024,1,3480,L091,W001
Clavet_2024,1,3497,L091,W005
Clavet_2024,1,3647,L091,W008
Clavet_2024,1,3687,L091,W009
Clavet_2024,1,3740,L091,W002
Clavet_2024,1,3828,L091,W004
Clavet_2024,1,3859,L091,W007
Clavet_2024,1,3989,L091,W010
Clavet_2024,1,4058,L091,W006
Clavet_2024,1,4272,L091,W003
Clavet_2024,2,4408,L091,W004
Clavet_2024,2,4471,L091,W006
Clavet_2024,2,4571,L091,W010
Clavet_2024,2,4671,L091,W003
Clavet_2024,2,4698,L091,W007
Clavet_2024,2,4751,L091,W001
Clavet_2024,2,5043,L091,W005
Clavet_2024,2,5182,L091,W002
Clavet_2024,2,5191,L091,W008
Clavet_2024,2,5347,L091,W009
Clavet_2024,1,3291,L092,W017
Clavet_2024,1,3433,L092,W012
Clavet_2024,1,3485,L092,W016
Clavet_2024,1,3926,L092,W019
Clavet_2024,1,3994,L092,W020
Clavet_2024,1,4031,L092,W018
Clavet_2024,1,4050,L092,W013
Clavet_2024,1,4187,L092,W011
Clavet_2024,1,4193,L092,W015
Clavet_2024,1,4255,L092,W014
Clavet_2024,2,4311,L092,W019
Clavet_2024,2,4346,L092,W020
Clavet_2024,2,4515,L092,W012
Clavet_2024,2,4537,L092,W014
Clavet_2024,2,4792,L092,W018
Clavet_2024,2,5074,L092,W011
Clavet_2024,2,5116,L092,W013
Clavet_2024,2,5187,L092,W017
Clavet_2024,2,5212,L092,W016
Clavet_2024,2,5282,L092,W015
Clavet_2024,1,3434,L093,W021
Clavet_2024,1,3587,L093,W029
Clavet_2024,1,3594,L093,W030
Clavet_2024,1,3624,L093,W027
Clavet_2024,1,3668,L093,W023
Clavet_2024,1,3905,L093,W025
Clavet_2024,1,3954,L093,W024
Clavet_2024,1,3974,L093,W028
Clavet_2024,1,4118,L093,W022
Clavet_2024,1,4230,L093,W026
Clavet_2024,2,4378,L093,W026
Clavet_2024,2,4440,L093,W025
Clavet_2024,2,4454,L093,W029
Clavet_2024,2,4480,L093,W023
Clavet_2024,2,4651,L093,W024
Clavet_2024,2,4996,L093,W022
Clavet_2024,2,5150,L093,W021
Clavet_2024,2,5151,L093,W030
Clavet_2024,2,5372,L093,W028
Clavet_2024,2,5379,L093,W027
Clavet_2024,1,3202,L094,W038
Clavet_2024,1,3204,L094,W033
Clavet_2024,1,3223,L094,W039
Clavet_2024,1,3383,L094,W034
Clavet_2024,1,3602,L094,W036
Clavet_2024,1,3891,L094,W037
Clavet_2024,1,4030,L094,W031
Clavet_2024,1,4133,L094,W040
Clavet_2024,1,4144,L094,W032
Clavet_2024,1,4225,L094,W035
Clavet_2024,2,4318,L094,W033
Clavet_2024,2,4461,L094,W037
Clavet_2024,2,4633,L094,W034
Clavet_2024,2,4895,L094,W032
Clavet_2024,2,4955,L094,W031
Clavet_2024,2,5005,L094,W040
Clavet_2024,2,5089,L094,W035
Clavet_2024,2,5113,L094,W039
Clavet_2024,2,5161,L094,W036
Clavet_2024,2,5248,L094,W038
Clavet_2024,1,3377,L095,W045
Clavet_2024,1,3494,L095,W042
Clavet_2024,1,3498,L095,W046
Clavet_2024,1,3583,L095,W050
Clavet_2024,1,3797,L095,W049
Clavet_2024,1,3833,L095,W048
Clavet_2024,1,3957,L095,W041
Clavet_2024,1,4023,L095,W044
Clavet_2024,1,4100,L095,W047
Clavet_2024,1,4207,L095,W043
Clavet_2024,2,4488,L095,W050
Clavet_2024,2,4629,L095,W043
Clavet_2024,2,4920,L095,W042
Clavet_2024,2,5018,L095,W047
Clavet_2024,2,5057,L095,W045
Clavet_2024,2,5170,L095,W041
Clavet_2024,2,5200,L095,W048
Clavet_2024,2,5230,L095,W046
Clavet_2024,2,5280,L095,W044
Clavet_2024,2,5356,L095,W049
Clavet_2024,1,3286,L096,W060
Clavet_2024,1,3326,L096,W055
Clavet_2024,1,3394,L096,W053
Clavet_2024,1,3425,L096,W051
Clavet_2024,1,3467,L096,W056
Clavet_2024,1,3514,L096,W057
Clavet_2024,1,3707,L096,W059
Clavet_2024,1,3964,L096,W052
Clavet_2024,1,3982,L096,W058
Clavet_2024,1,4147,L096,W054
Clavet_2024,2,4381,L096,W056
Clavet_2024,2,4427,L096,W059
Clavet_2024,2,4436,L096,W051
Clavet_2024,2,4606,L096,W053
Clavet_2024,2,4726,L096,W060
Clavet_2024,2,4754,L096,W058
Clavet_2024,2,4834,L096,W054
Clavet_2024,2,5147,L096,W055
Clavet_2024,2,5181,L096,W057
Clavet_2024,2,5309,L096,W052
Clavet_2024,1,3252,L097,W065
Clavet_2024,1,3270,L097,W066
Clavet_2024,1,3346,L097,W069
Clavet_2024,1,3405,L097,W064
Clavet_2024,1,3495,L097,W067
Clavet_2024,1,3667,L097,W068
Clavet_2024,1,3710,L097,W062
Clavet_2024,1,4012,L097,W063
Clavet_2024,1,4202,L097,W061
Clavet_2024,1,4216,L097,W070
Clavet_2024,2,4392,L097,W070
Clavet_2024,2,4404,L097,W069
Clavet_2024,2,4456,L097,W064
Clavet_2024,2,4623,L097,W061
Clavet_2024,2,4684,L097,W065
Clavet_2024,2,4738,L097,W063
Clavet_2024,2,4831,L097,W062
Clavet_2024,2,5102,L097,W068
Clavet_2024,2,5268,L097,W067
Clavet_2024,2,5277,L097,W066
Clavet_2024,1,3413,L098,W080
Clavet_2024,1,3531,L098,W077
Clavet_2024,1,3584,L098,W075
Clavet_2024,1,3657,L098,W072
Clavet_2024,1,3661,L098,W071
Clavet_2024,1,3699,L098,W074
Clavet_2024,1,3737,L098,W078
Clavet_2024,1,3955,L098,W073
Clavet_2024,1,3988,L098,W076
Clavet_2024,1,4089,L098,W079
Clavet_2024,2,4445,L098,W071
Clavet_2024,2,4509,L098,W079
Clavet_2024,2,4848,L098,W080
Clavet_2024,2,4896,L098,W073
Clavet_2024,2,4908,L098,W074
Clavet_2024,2,4965,L098,W077
Clavet_2024,2,5010,L098,W076
Clavet_2024,2,5080,L098,W072
Clavet_2024,2,5107,L098,W078
Clavet_2024,2,5179,L098,W075
Clavet_2024,1,3276,L099,W088
Clavet_2024,1,3290,L099,W089
Clavet_2024,1,3546,L099,W082
Clavet_2024,1,3617,L099,W083
Clavet_2024,1,3654,L099,W081
Clavet_2024,1,3806,L099,W085
Clavet_2024,1,3832,L099,W087
Clavet_2024,1,3945,L099,W084
Clavet_2024,1,4049,L099,W090
Clavet_2024,1,4155,L099,W086
Clavet_2024,2,4312,L099,W090
Clavet_2024,2,4443,L099,W089
Clavet_2024,2,4474,L099,W085
Clavet_2024,2,4513,L099,W081
Clavet_2024,2,4514,L099,W088
Clavet_2024,2,4647,L099,W083
Clavet_2024,2,4881,L099,W086
Clavet_2024,2,4918,L099,W084
Clavet_2024,2,5042,L099,W087
Clavet_2024,2,5068,L099,W082
Clavet_2024,1,3234,L100,W100
Clavet_2024,1,3238,L100,W096
Clavet_2024,1,3305,L100,W095
Clavet_2024,1,3307,L100,W097
Clavet_2024,1,3436,L100,W098
Clavet_2024,1,3745,L100,W091
Clavet_2024,1,4002,L100,W094
Clavet_2024,1,4094,L100,W099
Clavet_2024,1,4171,L100,W093
Clavet_2024,1,4219,L100,W092
Clavet_2024,2,4376,L100,W099
Clavet_2024,2,4416,L100,W098
Clavet_2024,2,4441,L100,W094
Clavet_2024,2,4733,L100,W096
Clavet_2024,2,4935,L100,W100
Clavet_2024,2,4940,L100,W093
Clavet_2024,2,5000,L100,W095
Clavet_2024,2,5177,L100,W091
Clavet_2024,2,5267,L100,W092
Clavet_2024,2,5307,L100,W097
Clavet_2025,1,5043,L001,W001
Clavet_2025,1,5284,L001,W002
Clavet_2025,1,6004,L001,W003
Clavet_2025,1,5359,L001,W004
Clavet_2025,1,5911,L001,W005
Clavet_2025,1,5917,L001,W006
Clavet_2025,1,5503,L001,W007
Clavet_2025,1,5885,L001,W008
Clavet_2025,1,6029,L001,W009
Clavet_2025,1,5646,L001,W010
Clavet_2025,2,6267,L001,W001
Clavet_2025,2,6568,L001,W002
Clavet_2025,2,6556,L001,W003
Clavet_2025,2,6263,L001,W004
Clavet_2025,2,6698,L001,W005
Clavet_2025,2,6924,L001,W006
Clavet_2025,2,6786,L001,W007
Clavet_2025,2,6931,L001,W008
Clavet_2025,2,7045,L001,W009
Clavet_2025,2,6601,L001,W010
Clavet_2025,1,5148,L002,W011
Clavet_2025,1,5509,L002,W012
Clavet_2025,1,5510,L002,W013
Clavet_2025,1,5390,L002,W014
Clavet_2025,1,6043,L002,W015
Clavet_2025,1,6059,L002,W016
Clavet_2025,1,5425,L002,W017
Clavet_2025,1,5428,L002,W018
Clavet_2025,1,5065,L002,W019
Clavet_2025,1,5560,L002,W020
Clavet_2025,2,6661,L002,W011
Clavet_2025,2,6634,L002,W012
Clavet_2025,2,7111,L002,W013
Clavet_2025,2,6604,L002,W014
Clavet_2025,2,6274,L002,W015
Clavet_2025,2,6704,L002,W016
Clavet_2025,2,6980,L002,W017
Clavet_2025,2,7159,L002,W018
Clavet_2025,2,6977,L002,W019
Clavet_2025,2,6847,L002,W020
Clavet_2025,1,5742,L003,W021
Clavet_2025,1,6032,L003,W022
Clavet_2025,1,5048,L003,W023
Clavet_2025,1,5985,L003,W024
Clavet_2025,1,5953,L003,W025
Clavet_2025,1,5456,L003,W026
Clavet_2025,1,5607,L003,W027
Clavet_2025,1,5341,L003,W028
Clavet_2025,1,5411,L003,W029
Clavet_2025,1,5440,L003,W030
Clavet_2025,2,7026,L003,W021
Clavet_2025,2,6737,L003,W022
Clavet_2025,2,7134,L003,W023
Clavet_2025,2,6159,L003,W024
Clavet_2025,2,6569,L003,W025
Clavet_2025,2,6148,L003,W026
Clavet_2025,2,7154,L003,W027
Clavet_2025,2,6467,L003,W028
Clavet_2025,2,6272,L003,W029
Clavet_2025,2,6859,L003,W030
Clavet_2025,1,5277,L004,W031
Clavet_2025,1,5115,L004,W032
Clavet_2025,1,5281,L004,W033
Clavet_2025,1,5997,L004,W034
Clavet_2025,1,5861,L004,W035
Clavet_2025,1,5363,L004,W036
Clavet_2025,1,5095,L004,W037
Clavet_2025,1,5633,L004,W038
Clavet_2025,1,5169,L004,W039
Clavet_2025,1,5736,L004,W040
Clavet_2025,2,6156,L004,W031
Clavet_2025,2,6536,L004,W032
Clavet_2025,2,6991,L004,W033
Clavet_2025,2,7156,L004,W034
Clavet_2025,2,6831,L004,W035
Clavet_2025,2,6257,L004,W036
Clavet_2025,2,6193,L004,W037
Clavet_2025,2,6975,L004,W038
Clavet_2025,2,6586,L004,W039
Clavet_2025,2,6622,L004,W040
Clavet_2025,1,5377,L005,W041
Clavet_2025,1,5961,L005,W042
Clavet_2025,1,5944,L005,W043
Clavet_2025,1,5283,L005,W044
Clavet_2025,1,5107,L005,W045
Clavet_2025,1,5611,L005,W046
Clavet_2025,1,6005,L005,W047
Clavet_2025,1,5939,L005,W048
Clavet_2025,1,5494,L005,W049
Clavet_2025,1,5940,L005,W050
Clavet_2025,2,6838,L005,W041
Clavet_2025,2,6285,L005,W042
Clavet_2025,2,6266,L005,W043
Clavet_2025,2,7165,L005,W044
Clavet_2025,2,6544,L005,W045
Clavet_2025,2,7040,L005,W046
Clavet_2025,2,6169,L005,W047
Clavet_2025,2,6665,L005,W048
Clavet_2025,2,6614,L005,W049
Clavet_2025,2,6746,L005,W050
Clavet_2025,1,5747,L006,W051
Clavet_2025,1,5081,L006,W052
Clavet_2025,1,5641,L006,W053
Clavet_2025,1,5495,L006,W054
Clavet_2025,1,5461,L006,W055
Clavet_2025,1,5355,L006,W056
Clavet_2025,1,5688,L006,W057
Clavet_2025,1,5415,L006,W058
Clavet_2025,1,6012,L006,W059
Clavet_2025,1,5267,L006,W060
Clavet_2025,2,6157,L006,W051
Clavet_2025,2,6500,L006,W052
Clavet_2025,2,6399,L006,W053
Clavet_2025,2,7001,L006,W054
Clavet_2025,2,7061,L006,W055
Clavet_2025,2,7080,L006,W056
Clavet_2025,2,6113,L006,W057
Clavet_2025,2,6374,L006,W058
Clavet_2025,2,6583,L006,W059
Clavet_2025,2,6314,L006,W060
Clavet_2025,1,5812,L007,W061
Clavet_2025,1,5941,L007,W062
Clavet_2025,1,5323,L007,W063
Clavet_2025,1,5463,L007,W064
Clavet_2025,1,5364,L007,W065
Clavet_2025,1,5151,L007,W066
Clavet_2025,1,5565,L007,W067
Clavet_2025,1,5755,L007,W068
Clavet_2025,1,5053,L007,W069
Clavet_2025,1,5371,L007,W070
Clavet_2025,2,6431,L007,W061
Clavet_2025,2,6359,L007,W062
Clavet_2025,2,6781,L007,W063
Clavet_2025,2,6966,L007,W064
Clavet_2025,2,6899,L007,W065
Clavet_2025,2,6341,L007,W066
Clavet_2025,2,6320,L007,W067
Clavet_2025,2,6348,L007,W068
Clavet_2025,2,7031,L007,W069
Clavet_2025,2,6757,L007,W070
Clavet_2025,1,5955,L008,W071
Clavet_2025,1,5032,L008,W072
Clavet_2025,1,6062,L008,W073
Clavet_2025,1,5882,L008,W074
Clavet_2025,1,5651,L008,W075
Clavet_2025,1,5999,L008,W076
Clavet_2025,1,5897,L008,W077
Clavet_2025,1,5714,L008,W078
Clavet_2025,1,5093,L008,W079
Clavet_2025,1,5318,L008,W080
Clavet_2025,2,6281,L008,W071
Clavet_2025,2,6657,L008,W072
Clavet_2025,2,6942,L008,W073
Clavet_2025,2,6296,L008,W074
Clavet_2025,2,6252,L008,W075
Clavet_2025,2,7117,L008,W076
Clavet_2025,2,6936,L008,W077
Clavet_2025,2,6608,L008,W078
Clavet_2025,2,6722,L008,W079
Clavet_2025,2,6797,L008,W080
Clavet_2025,1,6060,L009,W081
Clavet_2025,1,5135,L009,W082
Clavet_2025,1,5163,L009,W083
Clavet_2025,1,5122,L009,W084
Clavet_2025,1,5964,L009,W085
Clavet_2025,1,5155,L009,W086
Clavet_2025,1,5298,L009,W087
Clavet_2025,1,5260,L009,W088
Clavet_2025,1,5524,L009,W089
Clavet_2025,1,5146,L009,W090
Clavet_2025,2,6217,L009,W081
Clavet_2025,2,6397,L009,W082
Clavet_2025,2,6153,L009,W083
Clavet_2025,2,6400,L009,W084
Clavet_2025,2,6524,L009,W085
Clavet_2025,2,6448,L009,W086
Clavet_2025,2,6452,L009,W087
Clavet_2025,2,6250,L009,W088
Clavet_2025,2,6564,L009,W089
Clavet_2025,2,6357,L009,W090
Clavet_2025,1,5231,L010,W091
Clavet_2025,1,5741,L010,W092
Clavet_2025,1,5548,L010,W093
Clavet_2025,1,5931,L010,W094
Clavet_2025,1,5724,L010,W095
Clavet_2025,1,5609,L010,W096
Clavet_2025,1,5899,L010,W097
Clavet_2025,1,5143,L010,W098
Clavet_2025,1,5870,L010,W099
Clavet_2025,1,5476,L010,W100
Clavet_2025,2,6129,L010,W091
Clavet_2025,2,6249,L010,W092
Clavet_2025,2,6744,L010,W093
Clavet_2025,2,6923,L010,W094
Clavet_2025,2,6707,L010,W095
Clavet_2025,2,6756,L010,W096
Clavet_2025,2,6606,L010,W097
Clavet_2025,2,7147,L010,W098
Clavet_2025,2,7062,L010,W099
Clavet_2025,2,6237,L010,W100
Clavet_2025,1,5322,L011,W001
Clavet_2025,1,5133,L011,W002
Clavet_2025,1,5108,L011,W003
Clavet_2025,1,5811,L011,W004
Clavet_2025,1,5255,L011,W005
Clavet_2025,1,5902,L011,W006
Clavet_2025,1,5126,L011,W007
Clavet_2025,1,5715,L011,W008
Clavet_2025,1,5834,L011,W009
Clavet_2025,1,5111,L011,W010
Clavet_2025,2,6553,L011,W001
Clavet_2025,2,6360,L011,W002
Clavet_2025,2,7015,L011,W003
Clavet_2025,2,6450,L011,W004
Clavet_2025,2,6532,L011,W005
Clavet_2025,2,6498,L011,W006
Clavet_2025,2,6945,L011,W007
Clavet_2025,2,6339,L011,W008
Clavet_2025,2,6470,L011,W009
Clavet_2025,2,6309,L011,W010
Clavet_2025,1,5050,L012,W011
Clavet_2025,1,5735,L012,W012
Clavet_2025,1,5667,L012,W013
Clavet_2025,1,5706,L012,W014
Clavet_2025,1,5778,L012,W015
Clavet_2025,1,5891,L012,W016
Clavet_2025,1,5978,L012,W017
Clavet_2025,1,6009,L012,W018
Clavet_2025,1,5516,L012,W019
Clavet_2025,1,5374,L012,W020
Clavet_2025,2,6404,L012,W011
Clavet_2025,2,6138,L012,W012
Clavet_2025,2,6623,L012,W013
Clavet_2025,2,7064,L012,W014
Clavet_2025,2,6833,L012,W015
Clavet_2025,2,6968,L012,W016
Clavet_2025,2,6557,L012,W017
Clavet_2025,2,6316,L012,W018
Clavet_2025,2,7029,L012,W019
Clavet_2025,2,6183,L012,W020
Clavet_2025,1,5530,L013,W021
Clavet_2025,1,5838,L013,W022
Clavet_2025,1,5319,L013,W023
Clavet_2025,1,5576,L013,W024
Clavet_2025,1,5237,L013,W025
Clavet_2025,1,5602,L013,W026
Clavet_2025,1,5097,L013,W027
Clavet_2025,1,5901,L013,W028
Clavet_2025,1,5588,L013,W029
Clavet_2025,1,5114,L013,W030
Clavet_2025,2,7097,L013,W021
Clavet_2025,2,6407,L013,W022
Clavet_2025,2,7000,L013,W023
Clavet_2025,2,6860,L013,W024
Clavet_2025,2,6444,L013,W025
Clavet_2025,2,7036,L013,W026
Clavet_2025,2,6734,L013,W027
Clavet_2025,2,6702,L013,W028
Clavet_2025,2,6499,L013,W029
Clavet_2025,2,6158,L013,W030
Clavet_2025,1,5448,L014,W031
Clavet_2025,1,5995,L014,W032
Clavet_2025,1,5422,L014,W033
Clavet_2025,1,5528,L014,W034
Clavet_2025,1,5788,L014,W035
Clavet_2025,1,6001,L014,W036
Clavet_2025,1,6039,L014,W037
Clavet_2025,1,5968,L014,W038
Clavet_2025,1,5888,L014,W039
Clavet_2025,1,5400,L014,W040
Clavet_2025,2,6200,L014,W031
Clavet_2025,2,6380,L014,W032
Clavet_2025,2,6464,L014,W033
Clavet_2025,2,6680,L014,W034
Clavet_2025,2,6518,L014,W035
Clavet_2025,2,6260,L014,W036
Clavet_2025,2,6769,L014,W037
Clavet_2025,2,6872,L014,W038
Clavet_2025,2,6610,L014,W039
Clavet_2025,2,7005,L014,W040
Clavet_2025,1,5131,L015,W041
Clavet_2025,1,5507,L015,W042
Clavet_2025,1,5183,L015,W043
Clavet_2025,1,5856,L015,W044
Clavet_2025,1,6030,L015,W045
Clavet_2025,1,5658,L015,W046
Clavet_2025,1,5462,L015,W047
Clavet_2025,1,5628,L015,W048
Clavet_2025,1,6018,L015,W049
Clavet_2025,1,5071,L015,W050
Clavet_2025,2,6731,L015,W041
Clavet_2025,2,6655,L015,W042
Clavet_2025,2,6851,L015,W043
Clavet_2025,2,6319,L015,W044
Clavet_2025,2,7094,L015,W045
Clavet_2025,2,7177,L015,W046
Clavet_2025,2,6278,L015,W047
Clavet_2025,2,6291,L015,W048
Clavet_2025,2,6173,L015,W049
Clavet_2025,2,6609,L015,W050
Clavet_2025,1,5539,L016,W051
Clavet_2025,1,5087,L016,W052
Clavet_2025,1,5057,L016,W053
Clavet_2025,1,5801,L016,W054
Clavet_2025,1,5418,L016,W055
Clavet_2025,1,5894,L016,W056
Clavet_2025,1,5288,L016,W057
Clavet_2025,1,5309,L016,W058
Clavet_2025,1,5092,L016,W059
Clavet_2025,1,5380,L016,W060
Clavet_2025,2,6255,L016,W051
Clavet_2025,2,6331,L016,W052
Clavet_2025,2,6282,L016,W053
Clavet_2025,2,7016,L016,W054
Clavet_2025,2,6381,L016,W055
Clavet_2025,2,6873,L016,W056
Clavet_2025,2,6116,L016,W057
Clavet_2025,2,6920,L016,W058
Clavet_2025,2,6561,L016,W059
Clavet_2025,2,7124,L016,W060
Clavet_2025,1,5938,L017,W061
Clavet_2025,1,5523,L017,W062
Clavet_2025,1,6045,L017,W063
Clavet_2025,1,5566,L017,W064
Clavet_2025,1,5061,L017,W065
Clavet_2025,1,5553,L017,W066
Clavet_2025,1,5197,L017,W067
Clavet_2025,1,5040,L017,W068
Clavet_2025,1,5223,L017,W069
Clavet_2025,1,6048,L017,W070
Clavet_2025,2,6417,L017,W061
Clavet_2025,2,7137,L017,W062
Clavet_2025,2,7010,L017,W063
Clavet_2025,2,6971,L017,W064
Clavet_2025,2,7084,L017,W065
Clavet_2025,2,6298,L017,W066
Clavet_2025,2,7135,L017,W067
Clavet_2025,2,6857,L017,W068
Clavet_2025,2,7077,L017,W069
Clavet_2025,2,6497,L017,W070
Clavet_2025,1,5099,L018,W071
Clavet_2025,1,5579,L018,W072
Clavet_2025,1,5772,L018,W073
Clavet_2025,1,5695,L018,W074
Clavet_2025,1,5836,L018,W075
Clavet_2025,1,5617,L018,W076
Clavet_2025,1,5699,L018,W077
Clavet_2025,1,6070,L018,W078
Clavet_2025,1,5653,L018,W079
Clavet_2025,1,5170,L018,W080
Clavet_2025,2,6809,L018,W071
Clavet_2025,2,6677,L018,W072
Clavet_2025,2,6197,L018,W073
Clavet_2025,2,6502,L018,W074
Clavet_2025,2,6947,L018,W075
Clavet_2025,2,6102,L018,W076
Clavet_2025,2,6691,L018,W077
Clavet_2025,2,6447,L018,W078
Clavet_2025,2,6313,L018,W079
Clavet_2025,2,6844,L018,W080
Clavet_2025,1,5746,L019,W081
Clavet_2025,1,5227,L019,W082
Clavet_2025,1,5642,L019,W083
Clavet_2025,1,5703,L019,W084
Clavet_2025,1,5767,L019,W085
Clavet_2025,1,5809,L019,W086
Clavet_2025,1,6016,L019,W087
Clavet_2025,1,5928,L019,W088
Clavet_2025,1,5174,L019,W089
Clavet_2025,1,5490,L019,W090
Clavet_2025,2,6745,L019,W081
Clavet_2025,2,6775,L019,W082
Clavet_2025,2,6986,L019,W083
Clavet_2025,2,7025,L019,W084
Clavet_2025,2,6139,L019,W085
Clavet_2025,2,6490,L019,W086
Clavet_2025,2,6476,L019,W087
Clavet_2025,2,6143,L019,W088
Clavet_2025,2,6367,L019,W089
Clavet_2025,2,6794,L019,W090
Clavet_2025,1,5522,L020,W091
Clavet_2025,1,6035,L020,W092
Clavet_2025,1,5907,L020,W093
Clavet_2025,1,5684,L020,W094
Clavet_2025,1,5383,L020,W095
Clavet_2025,1,5799,L020,W096
Clavet_2025,1,5023,L020,W097
Clavet_2025,1,5432,L020,W098
Clavet_2025,1,5266,L020,W099
Clavet_2025,1,5459,L020,W100
Clavet_2025,2,6268,L020,W091
Clavet_2025,2,6598,L020,W092
Clavet_2025,2,6188,L020,W093
Clavet_2025,2,6636,L020,W094
Clavet_2025,2,6123,L020,W095
Clavet_2025,2,6827,L020,W096
Clavet_2025,2,6963,L020,W097
Clavet_2025,2,6552,L020,W098
Clavet_2025,2,6939,L020,W099
Clavet_2025,2,6762,L020,W100
Clavet_2025,1,5238,L021,W001
Clavet_2025,1,5145,L021,W002
Clavet_2025,1,6042,L021,W003
Clavet_2025,1,5594,L021,W004
Clavet_2025,1,5204,L021,W005
Clavet_2025,1,5172,L021,W006
Clavet_2025,1,5849,L021,W007
Clavet_2025,1,5042,L021,W008
Clavet_2025,1,5825,L021,W009
Clavet_2025,1,6017,L021,W010
Clavet_2025,2,6758,L021,W001
Clavet_2025,2,6885,L021,W002
Clavet_2025,2,6484,L021,W003
Clavet_2025,2,7142,L021,W004
Clavet_2025,2,6957,L021,W005
Clavet_2025,2,6445,L021,W006
Clavet_2025,2,6901,L021,W007
Clavet_2025,2,6869,L021,W008
Clavet_2025,2,7037,L021,W009
Clavet_2025,2,6468,L021,W010
Clavet_2025,1,6008,L022,W011
Clavet_2025,1,5571,L022,W012
Clavet_2025,1,5738,L022,W013
Clavet_2025,1,5685,L022,W014
Clavet_2025,1,5104,L022,W015
Clavet_2025,1,5618,L022,W016
Clavet_2025,1,5130,L022,W017
Clavet_2025,1,5781,L022,W018
Clavet_2025,1,5974,L022,W019
Clavet_2025,1,5696,L022,W020
Clavet_2025,2,6566,L022,W011
Clavet_2025,2,6693,L022,W012
Clavet_2025,2,6371,L022,W013
Clavet_2025,2,6243,L022,W014
